head,relation,tail,doc_id
pigmentary,co_occurs_with,vitamin b12,
folic acid,co_occurs_with,pigmentary,
nutritional deficiency,co_occurs_with,pigmentary,
pigmentary,co_occurs_with,vitamins,
homocysteine,co_occurs_with,homocystinuria,
hcy,co_occurs_with,homocystinuria,
homocystinuria,co_occurs_with,vitiligo,
homocystinuria,co_occurs_with,vitamin b12,
folic acid,co_occurs_with,homocystinuria,
homocystinuria,co_occurs_with,nutritional deficiency,
homocystinuria,co_occurs_with,vitamins,
hcy,co_occurs_with,homocysteine,
homocysteine,co_occurs_with,vitiligo,
homocysteine,co_occurs_with,vitamin b12,
folic acid,co_occurs_with,homocysteine,
homocysteine,co_occurs_with,nutritional deficiency,
homocysteine,co_occurs_with,vitamins,
hcy,co_occurs_with,vitiligo,
hcy,co_occurs_with,vitamin b12,
folic acid,co_occurs_with,hcy,
hcy,co_occurs_with,nutritional deficiency,
hcy,co_occurs_with,vitamins,
vitamin b12,co_occurs_with,vitiligo,
folic acid,co_occurs_with,vitiligo,
nutritional deficiency,co_occurs_with,vitiligo,
vitamins,co_occurs_with,vitiligo,
folic acid,co_occurs_with,vitamin b12,
nutritional deficiency,co_occurs_with,vitamin b12,
vitamin b12,co_occurs_with,vitamins,
folic acid,co_occurs_with,nutritional deficiency,
folic acid,co_occurs_with,vitamins,
nutritional deficiency,co_occurs_with,vitamins,
dermatomyositis,co_occurs_with,polymyositis,
dermatomyositis,co_occurs_with,weakness of the thigh muscles,
dermatomyositis,co_occurs_with,muscle oedema,
dermatomyositis,co_occurs_with,oedema,
polymyositis,co_occurs_with,weakness of the thigh muscles,
muscle oedema,co_occurs_with,polymyositis,
oedema,co_occurs_with,polymyositis,
muscle oedema,co_occurs_with,weakness of the thigh muscles,
oedema,co_occurs_with,weakness of the thigh muscles,
muscle oedema,co_occurs_with,oedema,
aas,co_occurs_with,spondylitis,
peripheral arthritis,co_occurs_with,spondylitis,
knee joints,co_occurs_with,spondylitis,
spondylitis,co_occurs_with,valvular dysfunction,
aas,co_occurs_with,peripheral arthritis,
aas,co_occurs_with,knee joints,
aas,co_occurs_with,valvular dysfunction,
knee joints,co_occurs_with,peripheral arthritis,
peripheral arthritis,co_occurs_with,valvular dysfunction,
knee joints,co_occurs_with,valvular dysfunction,
iib/iiia,co_occurs_with,st-segment-elevation myocardial infarction,
iib/iiia,co_occurs_with,thrombosis,
iib/iiia,co_occurs_with,stroke,
st-segment-elevation myocardial infarction,co_occurs_with,thrombosis,
st-segment-elevation myocardial infarction,co_occurs_with,stroke,
stroke,co_occurs_with,thrombosis,
delayed gastric emptying,co_occurs_with,vomiting and nausea,
aggressive disease,co_occurs_with,utuc,
tumor,co_occurs_with,utuc,
muscle-invasive tumors,co_occurs_with,utuc,
t2-t4,co_occurs_with,utuc,
tumors,co_occurs_with,utuc,
aggressive disease,co_occurs_with,tumor,
aggressive disease,co_occurs_with,muscle-invasive tumors,
aggressive disease,co_occurs_with,t2-t4,
aggressive disease,co_occurs_with,tumors,
muscle-invasive tumors,co_occurs_with,tumor,
t2-t4,co_occurs_with,tumor,
muscle-invasive tumors,co_occurs_with,t2-t4,
muscle-invasive tumors,co_occurs_with,tumors,
t2-t4,co_occurs_with,tumors,
amblyopia,co_occurs_with,choroidal thickening,
choroidal thickening,co_occurs_with,choroidal thickness,
anisometropic hyperopic amblyopic,co_occurs_with,choroidal thickening,
anisometropic hyperopic,co_occurs_with,choroidal thickening,
choroidal thickening,co_occurs_with,occlusion,
amblyopia,co_occurs_with,choroidal thickness,
amblyopia,co_occurs_with,anisometropic hyperopic amblyopic,
amblyopia,co_occurs_with,anisometropic hyperopic,
amblyopia,co_occurs_with,occlusion,
anisometropic hyperopic amblyopic,co_occurs_with,choroidal thickness,
anisometropic hyperopic,co_occurs_with,choroidal thickness,
choroidal thickness,co_occurs_with,occlusion,
anisometropic hyperopic,co_occurs_with,anisometropic hyperopic amblyopic,
anisometropic hyperopic amblyopic,co_occurs_with,occlusion,
anisometropic hyperopic,co_occurs_with,occlusion,
atherosclerotic disease,co_occurs_with,hypertension,
atherosclerotic disease,co_occurs_with,triglyceride,
5-fluorouracil,co_occurs_with,carcinoma,
carcinoma,co_occurs_with,folinic acid,
5-fluorouracil,co_occurs_with,tumors,
folinic acid,co_occurs_with,tumors,
5-fluorouracil,co_occurs_with,folinic acid,
cancer,co_occurs_with,folinic acid,
atherosclerotic,co_occurs_with,diabetic,
atherosclerotic,co_occurs_with,diabetes mellitus,
atherosclerotic,co_occurs_with,death,
atherosclerotic,co_occurs_with,myocardial infarction,
atherosclerotic,co_occurs_with,hypertension,
atherosclerotic,co_occurs_with,hyperlipidemia,
atherosclerotic,co_occurs_with,smoking,
diabetes mellitus,co_occurs_with,diabetic,
death,co_occurs_with,diabetic,
diabetic,co_occurs_with,myocardial infarction,
diabetic,co_occurs_with,hypertension,
diabetic,co_occurs_with,hyperlipidemia,
diabetic,co_occurs_with,smoking,
death,co_occurs_with,diabetes mellitus,
death,co_occurs_with,hypertension,
death,co_occurs_with,hyperlipidemia,
cocaine,co_occurs_with,delinquent behavior,
cocaine,co_occurs_with,meconium,
alcohol,co_occurs_with,delinquent behavior,
delinquent behavior,co_occurs_with,meconium,
alcohol,co_occurs_with,meconium,
breast disease,co_occurs_with,ductal carcinoma,
breast disease,co_occurs_with,regional cancer,
ductal carcinoma,co_occurs_with,regional cancer,
taa/a,co_occurs_with,thoracoabdominal aortic aneurysms,
paraplegia,co_occurs_with,thoracoabdominal aortic aneurysms,
taa/a repair,co_occurs_with,thoracoabdominal aortic aneurysms,
postoperative paraplegia,co_occurs_with,thoracoabdominal aortic aneurysms,
ischemia,co_occurs_with,thoracoabdominal aortic aneurysms,
paraparesis,co_occurs_with,thoracoabdominal aortic aneurysms,
respiratory arrest,co_occurs_with,thoracoabdominal aortic aneurysms,
paraplegia,co_occurs_with,taa/a,
taa/a,co_occurs_with,taa/a repair,
postoperative paraplegia,co_occurs_with,taa/a,
ischemia,co_occurs_with,taa/a,
paraparesis,co_occurs_with,taa/a,
respiratory arrest,co_occurs_with,taa/a,
paraplegia,co_occurs_with,taa/a repair,
paraplegia,co_occurs_with,postoperative paraplegia,
ischemia,co_occurs_with,paraplegia,
paraparesis,co_occurs_with,paraplegia,
paraplegia,co_occurs_with,respiratory arrest,
postoperative paraplegia,co_occurs_with,taa/a repair,
ischemia,co_occurs_with,taa/a repair,
paraparesis,co_occurs_with,taa/a repair,
respiratory arrest,co_occurs_with,taa/a repair,
ischemia,co_occurs_with,postoperative paraplegia,
paraparesis,co_occurs_with,postoperative paraplegia,
postoperative paraplegia,co_occurs_with,respiratory arrest,
ischemia,co_occurs_with,paraparesis,
ischemia,co_occurs_with,respiratory arrest,
paraparesis,co_occurs_with,respiratory arrest,
compressive myelopathy,co_occurs_with,sarcoidosis,
multisystem noncaseating granulomatous disease,co_occurs_with,sarcoidosis,
myelopathy,co_occurs_with,sarcoidosis,
compressive lesion,co_occurs_with,sarcoidosis,
high-dose steroid,co_occurs_with,sarcoidosis,
sarcoidosis,co_occurs_with,steroid,
compressive myelopathy,co_occurs_with,multisystem noncaseating granulomatous disease,
compressive myelopathy,co_occurs_with,myelopathy,
compressive lesion,co_occurs_with,compressive myelopathy,
compressive myelopathy,co_occurs_with,high-dose steroid,
compressive myelopathy,co_occurs_with,steroid,
multisystem noncaseating granulomatous disease,co_occurs_with,myelopathy,
compressive lesion,co_occurs_with,multisystem noncaseating granulomatous disease,
high-dose steroid,co_occurs_with,multisystem noncaseating granulomatous disease,
multisystem noncaseating granulomatous disease,co_occurs_with,steroid,
compressive lesion,co_occurs_with,myelopathy,
high-dose steroid,co_occurs_with,myelopathy,
myelopathy,co_occurs_with,steroid,
compressive lesion,co_occurs_with,high-dose steroid,
compressive lesion,co_occurs_with,steroid,
high-dose steroid,co_occurs_with,steroid,
amc,co_occurs_with,saphenopopliteal junction incompetence,
saphenopopliteal junction incompetence,co_occurs_with,varicose vein questionnaire,
phlebitis,co_occurs_with,saphenopopliteal junction incompetence,
paresthesia,co_occurs_with,saphenopopliteal junction incompetence,
amc,co_occurs_with,varicose vein questionnaire,
amc,co_occurs_with,phlebitis,
amc,co_occurs_with,paresthesia,
phlebitis,co_occurs_with,varicose vein questionnaire,
paresthesia,co_occurs_with,varicose vein questionnaire,
paresthesia,co_occurs_with,phlebitis,
epinephrine,co_occurs_with,ventricular fibrillation cardiac arrest,
aortic occlusion,co_occurs_with,epinephrine,
epinephrine,co_occurs_with,ventricular fibrillation,
aortic occlusion,co_occurs_with,ventricular fibrillation cardiac arrest,
ventricular fibrillation,co_occurs_with,ventricular fibrillation cardiac arrest,
aortic occlusion,co_occurs_with,ventricular fibrillation,
pain,co_occurs_with,smoke,
low back pain,co_occurs_with,smoke,
pain,co_occurs_with,smoking,
low back pain,co_occurs_with,smoking,
insulinoma,co_occurs_with,pancreatic fistula,
ductal adenocarcinoma,co_occurs_with,pancreatic fistula,
pancreatic fistula,co_occurs_with,pancreatitis,
pancreatic fistula,co_occurs_with,pancreatic fistulas,
pancreatic fistula,co_occurs_with,postoperative bleeding,
ductal adenocarcinoma,co_occurs_with,insulinoma,
insulinoma,co_occurs_with,pancreatitis,
insulinoma,co_occurs_with,pancreatic fistulas,
insulinoma,co_occurs_with,postoperative bleeding,
ductal adenocarcinoma,co_occurs_with,pancreatitis,
ductal adenocarcinoma,co_occurs_with,pancreatic fistulas,
ductal adenocarcinoma,co_occurs_with,postoperative bleeding,
pancreatic fistulas,co_occurs_with,pancreatitis,
pancreatitis,co_occurs_with,postoperative bleeding,
pancreatic fistulas,co_occurs_with,postoperative bleeding,
prostate cancer,co_occurs_with,protraction of external beam radiotherapy (rt) time,
albuminuria,co_occurs_with,tubulointerstitial lesions,
bleeding,co_occurs_with,fondaparinux,
fondaparinux,co_occurs_with,sodium,
fondaparinux,co_occurs_with,venous thromboembolism,
2.5-mg,co_occurs_with,fondaparinux,
fondaparinux,co_occurs_with,heparin,
fondaparinux,co_occurs_with,heparin-induced thrombocytopenia,
bleeding,co_occurs_with,sodium,
bleeding,co_occurs_with,venous thromboembolism,
2.5-mg,co_occurs_with,bleeding,
bleeding,co_occurs_with,heparin-induced thrombocytopenia,
sodium,co_occurs_with,venous thromboembolism,
2.5-mg,co_occurs_with,sodium,
heparin,co_occurs_with,sodium,
heparin-induced thrombocytopenia,co_occurs_with,sodium,
2.5-mg,co_occurs_with,venous thromboembolism,
heparin,co_occurs_with,venous thromboembolism,
heparin-induced thrombocytopenia,co_occurs_with,venous thromboembolism,
2.5-mg,co_occurs_with,heparin,
2.5-mg,co_occurs_with,heparin-induced thrombocytopenia,
heparin,co_occurs_with,heparin-induced thrombocytopenia,
abnormal motor performance,co_occurs_with,low back pain,
abnormal motor performance,co_occurs_with,pain,
140,co_occurs_with,comprehension deficits,
masaoka stage,co_occurs_with,thymoma,
seventy-nine,co_occurs_with,thymoma,
masaoka stage,co_occurs_with,seventy-nine,
fac,co_occurs_with,radiculopathy,
fac,co_occurs_with,radiculopathic pain,
fac,co_occurs_with,herniation,
fac,co_occurs_with,interleukin-6,
radiculopathic pain,co_occurs_with,radiculopathy,
herniation,co_occurs_with,radiculopathy,
interleukin-6,co_occurs_with,radiculopathy,
herniation,co_occurs_with,radiculopathic pain,
interleukin-6,co_occurs_with,radiculopathic pain,
herniation,co_occurs_with,interleukin-6,
chronic renal failure,co_occurs_with,halitosis,
end-stage renal disease,co_occurs_with,halitosis,
esrd,co_occurs_with,halitosis,
chronic renal failure,co_occurs_with,end-stage renal disease,
chronic renal failure,co_occurs_with,esrd,
acute pulmonary embolism,co_occurs_with,ventricular dysfunction,
acute pulmonary embolism,co_occurs_with,right ventricular dysfunction,
acute pulmonary embolism,co_occurs_with,hypotension,
acute pulmonary embolism,co_occurs_with,oxygen,
right ventricular dysfunction,co_occurs_with,ventricular dysfunction,
hypotension,co_occurs_with,ventricular dysfunction,
oxygen,co_occurs_with,ventricular dysfunction,
hypotension,co_occurs_with,right ventricular dysfunction,
oxygen,co_occurs_with,right ventricular dysfunction,
hypotension,co_occurs_with,oxygen,
urinary tract infection,co_occurs_with,urinary tract infections,
pain,co_occurs_with,urinary tract infection,
pain,co_occurs_with,urinary tract infections,
osteoarthritis,co_occurs_with,pain,
inflammation,co_occurs_with,osteoarthritis,
anger,co_occurs_with,osteoarthritis,
calmness,co_occurs_with,osteoarthritis,
aching pain,co_occurs_with,osteoarthritis,
inflammation,co_occurs_with,pain,
anger,co_occurs_with,pain,
calmness,co_occurs_with,pain,
aching pain,co_occurs_with,pain,
anger,co_occurs_with,inflammation,
calmness,co_occurs_with,inflammation,
aching pain,co_occurs_with,inflammation,
anger,co_occurs_with,calmness,
aching pain,co_occurs_with,anger,
aching pain,co_occurs_with,calmness,
hemorrhage,co_occurs_with,kid,
kid,co_occurs_with,respiratory failure,
death,co_occurs_with,kid,
hemorrhage,co_occurs_with,respiratory failure,
death,co_occurs_with,hemorrhage,
death,co_occurs_with,respiratory failure,
knee flexion,co_occurs_with,kt2000 arthrometer,
dsm-iii-r,co_occurs_with,unipolar major depressive,
depression,co_occurs_with,dsm-iii-r,
depressive,co_occurs_with,dsm-iii-r,
depression,co_occurs_with,unipolar major depressive,
depressive,co_occurs_with,unipolar major depressive,
anthracycline-based,co_occurs_with,breast cancer,
breast cancer,co_occurs_with,estrogen,
breast cancer,co_occurs_with,tumors,
anthracycline-based,co_occurs_with,tumor,
anthracycline-based,co_occurs_with,estrogen,
anthracycline-based,co_occurs_with,tumors,
estrogen,co_occurs_with,tumor,
estrogen,co_occurs_with,tumors,
alcohol,co_occurs_with,stroke,
cholesterol,co_occurs_with,stroke,
hypertensive,co_occurs_with,smoking,
glucose,co_occurs_with,hypertensive,
glucose,co_occurs_with,smoking,
alcohol,co_occurs_with,glucose,
alcohol,co_occurs_with,cholesterol,
glucose,co_occurs_with,hypertension,
arm,co_occurs_with,prematurity,
arm,co_occurs_with,malformation,
anomalies,co_occurs_with,arm,
arm,co_occurs_with,obstructive symptoms,
arm,co_occurs_with,meconium,
malformation,co_occurs_with,prematurity,
anomalies,co_occurs_with,prematurity,
obstructive symptoms,co_occurs_with,prematurity,
meconium,co_occurs_with,prematurity,
anomalies,co_occurs_with,malformation,
malformation,co_occurs_with,obstructive symptoms,
malformation,co_occurs_with,meconium,
anomalies,co_occurs_with,obstructive symptoms,
anomalies,co_occurs_with,meconium,
meconium,co_occurs_with,obstructive symptoms,
prematurity,co_occurs_with,retinopathy,
retinopathy,co_occurs_with,rop,
retinopathy,co_occurs_with,weight gain,
prematurity,co_occurs_with,rop,
prematurity,co_occurs_with,weight gain,
rop,co_occurs_with,weight gain,
anti-tnfα,co_occurs_with,infliximab,
infections,co_occurs_with,infliximab,
infliximab,co_occurs_with,opportunistic infections,
anti-tnfα,co_occurs_with,infections,
anti-tnfα,co_occurs_with,opportunistic infections,
infections,co_occurs_with,opportunistic infections,
allergic disease,co_occurs_with,asthma,
allergic disease,co_occurs_with,allergy,
allergic disease,co_occurs_with,allergies,
allergic disease,co_occurs_with,bronchial hyperresponsiveness,
allergic disease,co_occurs_with,bhr,
allergic disease,co_occurs_with,overweight,
allergic disease,co_occurs_with,wheeze,
allergic disease,co_occurs_with,atopy,
asthma,co_occurs_with,overweight,
asthma,co_occurs_with,wheeze,
asthma,co_occurs_with,atopy,
allergy,co_occurs_with,bronchial hyperresponsiveness,
allergy,co_occurs_with,bhr,
allergy,co_occurs_with,overweight,
allergy,co_occurs_with,wheeze,
allergy,co_occurs_with,atopy,
allergies,co_occurs_with,bronchial hyperresponsiveness,
allergies,co_occurs_with,bhr,
allergies,co_occurs_with,overweight,
allergies,co_occurs_with,wheeze,
allergies,co_occurs_with,atopy,
bronchial hyperresponsiveness,co_occurs_with,overweight,
bronchial hyperresponsiveness,co_occurs_with,wheeze,
atopy,co_occurs_with,bronchial hyperresponsiveness,
bhr,co_occurs_with,overweight,
bhr,co_occurs_with,wheeze,
atopy,co_occurs_with,bhr,
overweight,co_occurs_with,wheeze,
atopy,co_occurs_with,overweight,
atopy,co_occurs_with,wheeze,
adenosine triphosphate,co_occurs_with,phosphocreatine,
adenosine triphosphate,co_occurs_with,phosphate,
phosphate,co_occurs_with,phosphocreatine,
brain abnormalities,co_occurs_with,schizophrenia,
chronic disease,co_occurs_with,padam,
chronic disease,co_occurs_with,testosterone,
chronic disease,co_occurs_with,globulin,
chronic disease,co_occurs_with,shbg,
chronic disease,co_occurs_with,decreased sexual desire,
chronic disease,co_occurs_with,hypogonadism,
padam,co_occurs_with,testosterone,
globulin,co_occurs_with,padam,
padam,co_occurs_with,shbg,
decreased sexual desire,co_occurs_with,padam,
hypogonadism,co_occurs_with,padam,
globulin,co_occurs_with,testosterone,
shbg,co_occurs_with,testosterone,
hypogonadism,co_occurs_with,testosterone,
globulin,co_occurs_with,shbg,
decreased sexual desire,co_occurs_with,globulin,
globulin,co_occurs_with,hypogonadism,
decreased sexual desire,co_occurs_with,shbg,
hypogonadism,co_occurs_with,shbg,
decreased sexual desire,co_occurs_with,hypogonadism,
lar,co_occurs_with,sud,
chorioamnionitis,co_occurs_with,infection,
chorioamnionitis,co_occurs_with,mean white blood cell count (p = 0.018,
infection,co_occurs_with,mean white blood cell count (p = 0.018,
cutaneous infections,co_occurs_with,impetigo contagiosum,
cutaneous infections,co_occurs_with,molluscum contagiosum,
cutaneous infections,co_occurs_with,herpes virus infection,
atopic dermatitis,co_occurs_with,cutaneous infections,
cutaneous infections,co_occurs_with,infections,
allergic diseases,co_occurs_with,cutaneous infections,
asthma,co_occurs_with,cutaneous infections,
allergic rhinitis,co_occurs_with,cutaneous infections,
allergy,co_occurs_with,cutaneous infections,
cutaneous infections,co_occurs_with,skin infections,
cutaneous infections,co_occurs_with,non-ad,
impetigo contagiosum,co_occurs_with,molluscum contagiosum,
herpes virus infection,co_occurs_with,impetigo contagiosum,
atopic dermatitis,co_occurs_with,impetigo contagiosum,
impetigo contagiosum,co_occurs_with,infections,
allergic diseases,co_occurs_with,impetigo contagiosum,
asthma,co_occurs_with,impetigo contagiosum,
allergic rhinitis,co_occurs_with,impetigo contagiosum,
allergy,co_occurs_with,impetigo contagiosum,
impetigo contagiosum,co_occurs_with,skin infections,
impetigo contagiosum,co_occurs_with,non-ad,
herpes virus infection,co_occurs_with,molluscum contagiosum,
atopic dermatitis,co_occurs_with,molluscum contagiosum,
infections,co_occurs_with,molluscum contagiosum,
allergic diseases,co_occurs_with,molluscum contagiosum,
asthma,co_occurs_with,molluscum contagiosum,
allergic rhinitis,co_occurs_with,molluscum contagiosum,
allergy,co_occurs_with,molluscum contagiosum,
molluscum contagiosum,co_occurs_with,skin infections,
molluscum contagiosum,co_occurs_with,non-ad,
atopic dermatitis,co_occurs_with,herpes virus infection,
herpes virus infection,co_occurs_with,infections,
allergic diseases,co_occurs_with,herpes virus infection,
asthma,co_occurs_with,herpes virus infection,
allergic rhinitis,co_occurs_with,herpes virus infection,
allergy,co_occurs_with,herpes virus infection,
herpes virus infection,co_occurs_with,skin infections,
herpes virus infection,co_occurs_with,non-ad,
atopic dermatitis,co_occurs_with,infections,
allergic diseases,co_occurs_with,atopic dermatitis,
asthma,co_occurs_with,atopic dermatitis,
allergic rhinitis,co_occurs_with,atopic dermatitis,
allergy,co_occurs_with,atopic dermatitis,
atopic dermatitis,co_occurs_with,skin infections,
allergic diseases,co_occurs_with,infections,
asthma,co_occurs_with,infections,
allergic rhinitis,co_occurs_with,infections,
allergy,co_occurs_with,infections,
infections,co_occurs_with,skin infections,
infections,co_occurs_with,non-ad,
allergic diseases,co_occurs_with,asthma,
allergic diseases,co_occurs_with,allergic rhinitis,
allergic diseases,co_occurs_with,allergy,
allergic diseases,co_occurs_with,skin infections,
allergic diseases,co_occurs_with,non-ad,
allergic rhinitis,co_occurs_with,asthma,
asthma,co_occurs_with,skin infections,
asthma,co_occurs_with,non-ad,
allergic rhinitis,co_occurs_with,allergy,
allergic rhinitis,co_occurs_with,skin infections,
allergic rhinitis,co_occurs_with,non-ad,
allergy,co_occurs_with,skin infections,
allergy,co_occurs_with,non-ad,
non-ad,co_occurs_with,skin infections,
painful joints,co_occurs_with,triamcinolone acetonide,
effusion,co_occurs_with,painful joints,
lidocaine,co_occurs_with,painful joints,
pain,co_occurs_with,painful joints,
effusion,co_occurs_with,triamcinolone acetonide,
lidocaine,co_occurs_with,triamcinolone acetonide,
pain,co_occurs_with,triamcinolone acetonide,
effusion,co_occurs_with,lidocaine,
effusion,co_occurs_with,pain,
lidocaine,co_occurs_with,pain,
diabetic,co_occurs_with,end-stage renal disease,
diabetic,co_occurs_with,pancreas retransplantation,
diabetic,co_occurs_with,pancreas loss,
end-stage renal disease,co_occurs_with,pancreas retransplantation,
end-stage renal disease,co_occurs_with,pancreas loss,
pancreas loss,co_occurs_with,pancreas retransplantation,
nasopharyngeal carcinoma,co_occurs_with,pms,
npc,co_occurs_with,pms,
vertigo,co_occurs_with,viral infection,
bppv,co_occurs_with,viral infection,
hsv2,co_occurs_with,viral infection,
herpes zoster,co_occurs_with,viral infection,
parainfluenza,co_occurs_with,viral infection,
bppv,co_occurs_with,vertigo,
hsv2,co_occurs_with,vertigo,
herpes zoster,co_occurs_with,vertigo,
parainfluenza,co_occurs_with,vertigo,
bppv,co_occurs_with,hsv2,
bppv,co_occurs_with,herpes zoster,
bppv,co_occurs_with,parainfluenza,
herpes zoster,co_occurs_with,hsv2,
hsv2,co_occurs_with,parainfluenza,
herpes zoster,co_occurs_with,parainfluenza,
necrotizing enterocolitis,co_occurs_with,vlbw,
necrotizing enterocolitis,co_occurs_with,sepsis,
sepsis,co_occurs_with,vlbw,
obese,co_occurs_with,t2dm,
cushing's syndrome,co_occurs_with,obese,
cortisol,co_occurs_with,obese,
hypercortisolism,co_occurs_with,obese,
cushing's syndrome,co_occurs_with,t2dm,
cortisol,co_occurs_with,t2dm,
hypercortisolism,co_occurs_with,t2dm,
cortisol,co_occurs_with,cushing's syndrome,
cushing's syndrome,co_occurs_with,hypercortisolism,
chronic disorders,co_occurs_with,disability,
disability,co_occurs_with,smoking,
disability,co_occurs_with,myocardial infarction,
depression,co_occurs_with,disability,
disability,co_occurs_with,neck-shoulder disorders,
disability,co_occurs_with,unspecified low-back disorders,
disability,co_occurs_with,knee osteoarthritis,
disability,co_occurs_with,osteoarthritis,
chronic disorders,co_occurs_with,smoking,
chronic disorders,co_occurs_with,myocardial infarction,
chronic disorders,co_occurs_with,depression,
chronic disorders,co_occurs_with,neck-shoulder disorders,
chronic disorders,co_occurs_with,unspecified low-back disorders,
chronic disorders,co_occurs_with,knee osteoarthritis,
chronic disorders,co_occurs_with,osteoarthritis,
neck-shoulder disorders,co_occurs_with,smoking,
smoking,co_occurs_with,unspecified low-back disorders,
knee osteoarthritis,co_occurs_with,smoking,
osteoarthritis,co_occurs_with,smoking,
depression,co_occurs_with,myocardial infarction,
myocardial infarction,co_occurs_with,neck-shoulder disorders,
myocardial infarction,co_occurs_with,unspecified low-back disorders,
knee osteoarthritis,co_occurs_with,myocardial infarction,
myocardial infarction,co_occurs_with,osteoarthritis,
depression,co_occurs_with,neck-shoulder disorders,
depression,co_occurs_with,unspecified low-back disorders,
depression,co_occurs_with,knee osteoarthritis,
depression,co_occurs_with,osteoarthritis,
neck-shoulder disorders,co_occurs_with,unspecified low-back disorders,
knee osteoarthritis,co_occurs_with,neck-shoulder disorders,
neck-shoulder disorders,co_occurs_with,osteoarthritis,
knee osteoarthritis,co_occurs_with,unspecified low-back disorders,
osteoarthritis,co_occurs_with,unspecified low-back disorders,
knee osteoarthritis,co_occurs_with,osteoarthritis,
bupivacaine,co_occurs_with,epinephrine,
"1:200,000 epinephrine",co_occurs_with,epinephrine,
decreased uterine blood flow,co_occurs_with,epinephrine,
"1:200,000 epinephrine",co_occurs_with,bupivacaine,
bupivacaine,co_occurs_with,decreased uterine blood flow,
"1:200,000 epinephrine",co_occurs_with,decreased uterine blood flow,
bruxism,co_occurs_with,sleep bruxism,
depressive symptoms,co_occurs_with,visual impairment,
depressive symptoms,co_occurs_with,low vision,
depressive symptoms,co_occurs_with,vision impairment,
depressive symptoms,co_occurs_with,presenting visual,
depressive symptoms,co_occurs_with,visual disability,
depressed,co_occurs_with,depressive symptoms,
low vision,co_occurs_with,visual impairment,
vision impairment,co_occurs_with,visual impairment,
presenting visual,co_occurs_with,visual impairment,
visual disability,co_occurs_with,visual impairment,
depressed,co_occurs_with,visual impairment,
low vision,co_occurs_with,vision impairment,
low vision,co_occurs_with,presenting visual,
low vision,co_occurs_with,visual disability,
depressed,co_occurs_with,low vision,
presenting visual,co_occurs_with,vision impairment,
vision impairment,co_occurs_with,visual disability,
depressed,co_occurs_with,vision impairment,
presenting visual,co_occurs_with,visual disability,
depressed,co_occurs_with,presenting visual,
depressed,co_occurs_with,visual disability,
end-stage renal disease,co_occurs_with,human immunodeficiency virus,
hiv infection,co_occurs_with,human immunodeficiency virus,
end-stage renal disease,co_occurs_with,hiv infection,
gastric cancer,co_occurs_with,mucosal cancer,
gastric cancer,co_occurs_with,submucosal cancer,
mucosal cancer,co_occurs_with,submucosal cancer,
gh deficiency,co_occurs_with,ghd,
gh deficiency,co_occurs_with,malignancy,
cardiovascular disease,co_occurs_with,gh deficiency,
cvd,co_occurs_with,gh deficiency,
death,co_occurs_with,gh deficiency,
gh deficiency,co_occurs_with,malignancies,
ghd,co_occurs_with,malignancy,
cardiovascular disease,co_occurs_with,ghd,
cvd,co_occurs_with,ghd,
death,co_occurs_with,ghd,
ghd,co_occurs_with,malignancies,
cardiovascular disease,co_occurs_with,malignancy,
cvd,co_occurs_with,malignancy,
death,co_occurs_with,malignancy,
malignancies,co_occurs_with,malignancy,
cardiovascular disease,co_occurs_with,death,
cardiovascular disease,co_occurs_with,malignancies,
cvd,co_occurs_with,death,
cvd,co_occurs_with,malignancies,
death,co_occurs_with,malignancies,
breast cancer,co_occurs_with,ductal carcinoma,
breast cancer,co_occurs_with,carcinoma,
carcinoma,co_occurs_with,ductal carcinoma,
non-small cell lung cancer,co_occurs_with,tumor,
non-small cell lung cancer,co_occurs_with,nucleic acid,
egfr-tyrosine,co_occurs_with,non-small cell lung cancer,
nsclc,co_occurs_with,nucleic acid,
egfr-tyrosine,co_occurs_with,nsclc,
nucleic acid,co_occurs_with,tumor,
egfr-tyrosine,co_occurs_with,tumor,
egfr-tyrosine,co_occurs_with,nucleic acid,
human immunodeficiency virus (hiv)-related risk behaviors,co_occurs_with,long-term chronic hiv infection,
diabetes,co_occurs_with,hypoglycemia,
carbohydrate,co_occurs_with,hypoglycemia,
hbv infection,co_occurs_with,hepatitis,
cirrhosis,co_occurs_with,hbv infection,
hbv infection,co_occurs_with,hcc,
hbv infection,co_occurs_with,inflammation,
cirrhotic liver,co_occurs_with,hbv infection,
hbv infection,co_occurs_with,hepatitis b infection,
fibrosis,co_occurs_with,hbv infection,
cirrhosis,co_occurs_with,hepatitis,
hcc,co_occurs_with,hepatitis,
hepatitis,co_occurs_with,inflammation,
cirrhotic liver,co_occurs_with,hepatitis,
hepatitis,co_occurs_with,hepatitis b infection,
cirrhosis,co_occurs_with,inflammation,
cirrhosis,co_occurs_with,cirrhotic liver,
cirrhosis,co_occurs_with,hepatitis b infection,
cirrhosis,co_occurs_with,fibrosis,
hcc,co_occurs_with,inflammation,
cirrhotic liver,co_occurs_with,hcc,
hcc,co_occurs_with,hepatitis b infection,
fibrosis,co_occurs_with,hcc,
cirrhotic liver,co_occurs_with,inflammation,
hepatitis b infection,co_occurs_with,inflammation,
cirrhotic liver,co_occurs_with,hepatitis b infection,
cirrhotic liver,co_occurs_with,fibrosis,
fibrosis,co_occurs_with,hepatitis b infection,
