doc_id,entity_text,entity_type
9044116,biliary atresia,DISEASE
9044116,bilirubin,CHEMICAL
9044116,necrosis,DISEASE
9044116,cholangitis,DISEASE
9044116,end-stage cirrhosis,DISEASE
9044116,failure of the portoenterostomy,DISEASE
12970636,phenylketonuria,DISEASE
12970636,pku,DISEASE
12970636,hypothyroidism,DISEASE
12970636,congenital adrenal hyperplasia,DISEASE
12970636,cah,DISEASE
12970636,2536,CHEMICAL
21084567,hypertension,DISEASE
21084567,stroke,DISEASE
21084567,hypertensive,DISEASE
19546588,muscle wasting,DISEASE
19546588,end-stage renal disease,DISEASE
19546588,acidosis,DISEASE
19546588,chronic metabolic acidosis,DISEASE
19546588,cma,CHEMICAL
19546588,muscle mass,DISEASE
19546588,alkalizing,CHEMICAL
19546588,sodium bicarbonate,CHEMICAL
19546588,bicarbonate,CHEMICAL
19546588,l-[(2)h(5)ring]phenylalanine,CHEMICAL
19546588,thyroxin,CHEMICAL
19546588,triiodothyronine,CHEMICAL
19923859,toluene,CHEMICAL
18616781,pigmentary,DISEASE
18616781,homocystinuria,DISEASE
18616781,homocysteine,CHEMICAL
18616781,hcy,CHEMICAL
18616781,vitiligo,DISEASE
18616781,vitamin b12,CHEMICAL
18616781,folic acid,CHEMICAL
18616781,nutritional deficiency,DISEASE
18616781,vitamins,CHEMICAL
27991408,dermatomyositis,DISEASE
27991408,polymyositis,DISEASE
27991408,weakness of the thigh muscles,DISEASE
27991408,muscle oedema,DISEASE
27991408,oedema,DISEASE
14655021,spondylitis,DISEASE
14655021,aas,CHEMICAL
14655021,peripheral arthritis,DISEASE
14655021,knee joints,DISEASE
14655021,valvular dysfunction,DISEASE
26175531,iib/iiia,CHEMICAL
26175531,st-segment-elevation myocardial infarction,DISEASE
26175531,thrombosis,DISEASE
26175531,stroke,DISEASE
10473855,delayed gastric emptying,DISEASE
10473855,vomiting and nausea,DISEASE
28006766,utuc,DISEASE
28006766,aggressive disease,DISEASE
28006766,tumor,DISEASE
28006766,muscle-invasive tumors,DISEASE
28006766,t2-t4,DISEASE
28006766,tumors,DISEASE
11833948,fracture,DISEASE
27757987,choroidal thickening,DISEASE
27757987,amblyopia,DISEASE
27757987,choroidal thickness,DISEASE
27757987,anisometropic hyperopic amblyopic,DISEASE
27757987,anisometropic hyperopic,DISEASE
27757987,occlusion,DISEASE
16772913,breast implant,DISEASE
24449622,atherosclerotic disease,DISEASE
24449622,hypertension,DISEASE
24449622,triglyceride,CHEMICAL
12095973,carcinoma,DISEASE
12095973,tumors,DISEASE
12095973,5-fluorouracil,CHEMICAL
12095973,folinic acid,CHEMICAL
12095973,cancer,DISEASE
23761381,testosterone,CHEMICAL
16971978,atherosclerotic,DISEASE
16971978,diabetic,DISEASE
16971978,diabetes mellitus,DISEASE
16971978,death,DISEASE
16971978,myocardial infarction,DISEASE
16971978,hypertension,DISEASE
16971978,hyperlipidemia,DISEASE
16971978,smoking,CHEMICAL
10375486,stroke,DISEASE
21558951,cocaine,CHEMICAL
21558951,delinquent behavior,DISEASE
21558951,alcohol,CHEMICAL
21558951,meconium,CHEMICAL
15528969,breast disease,DISEASE
15528969,ductal carcinoma,DISEASE
15528969,regional cancer,DISEASE
17062225,thoracoabdominal aortic aneurysms,DISEASE
17062225,taa/a,DISEASE
17062225,paraplegia,DISEASE
17062225,taa/a repair,CHEMICAL
17062225,postoperative paraplegia,DISEASE
17062225,ischemia,DISEASE
17062225,paraparesis,DISEASE
17062225,respiratory arrest,DISEASE
24374414,hie,DISEASE
20736887,sarcoidosis,DISEASE
20736887,compressive myelopathy,DISEASE
20736887,multisystem noncaseating granulomatous disease,DISEASE
20736887,myelopathy,DISEASE
20736887,compressive lesion,DISEASE
20736887,high-dose steroid,CHEMICAL
20736887,steroid,CHEMICAL
22504515,saphenopopliteal junction incompetence,DISEASE
22504515,amc,CHEMICAL
22504515,varicose vein questionnaire,DISEASE
22504515,phlebitis,DISEASE
22504515,paresthesia,DISEASE
10577397,epinephrine,CHEMICAL
10577397,ventricular fibrillation cardiac arrest,DISEASE
10577397,aortic occlusion,DISEASE
10577397,ventricular fibrillation,DISEASE
15369037,smoke,CHEMICAL
15369037,pain,DISEASE
15369037,low back pain,DISEASE
15369037,smoking,CHEMICAL
24073931,pancreatic fistula,DISEASE
24073931,insulinoma,DISEASE
24073931,ductal adenocarcinoma,DISEASE
24073931,pancreatitis,DISEASE
24073931,pancreatic fistulas,DISEASE
24073931,postoperative bleeding,DISEASE
18472368,protraction of external beam radiotherapy (rt) time,DISEASE
18472368,prostate cancer,DISEASE
23992109,tubulointerstitial lesions,DISEASE
23992109,albuminuria,DISEASE
21164063,fondaparinux,CHEMICAL
21164063,bleeding,DISEASE
21164063,sodium,CHEMICAL
21164063,venous thromboembolism,DISEASE
21164063,2.5-mg,CHEMICAL
21164063,heparin,CHEMICAL
21164063,heparin-induced thrombocytopenia,DISEASE
21951591,low back pain,DISEASE
21951591,abnormal motor performance,DISEASE
21951591,pain,DISEASE
18619710,140,CHEMICAL
18619710,comprehension deficits,DISEASE
15919266,thymoma,DISEASE
15919266,masaoka stage,DISEASE
15919266,seventy-nine,CHEMICAL
2503176,trophoblastic disease,DISEASE
22108230,fac,CHEMICAL
22108230,radiculopathy,DISEASE
22108230,radiculopathic pain,DISEASE
22108230,herniation,DISEASE
22108230,interleukin-6,CHEMICAL
20338971,halitosis,DISEASE
20338971,chronic renal failure,DISEASE
20338971,end-stage renal disease,DISEASE
20338971,esrd,DISEASE
17276801,acute pulmonary embolism,DISEASE
17276801,ventricular dysfunction,DISEASE
17276801,right ventricular dysfunction,DISEASE
17276801,hypotension,DISEASE
17276801,oxygen,CHEMICAL
20497880,urinary tract infection,DISEASE
20497880,urinary tract infections,DISEASE
20497880,pain,DISEASE
23495128,osteoarthritis,DISEASE
23495128,pain,DISEASE
23495128,inflammation,DISEASE
23495128,anger,DISEASE
23495128,calmness,DISEASE
23495128,aching pain,DISEASE
26701174,kid,CHEMICAL
26701174,hemorrhage,DISEASE
26701174,respiratory failure,DISEASE
26701174,death,DISEASE
24695920,knee flexion,DISEASE
24695920,kt2000 arthrometer,DISEASE
15488260,dsm-iii-r,DISEASE
15488260,unipolar major depressive,DISEASE
15488260,depression,DISEASE
15488260,depressive,DISEASE
15466981,prostate cancer,DISEASE
18603989,death,DISEASE
18603989,alcohol,CHEMICAL
21789019,cancer,DISEASE
14692023,breast cancer,DISEASE
14692023,anthracycline-based,CHEMICAL
14692023,tumor,DISEASE
14692023,estrogen,CHEMICAL
14692023,tumors,DISEASE
25150098,stroke,DISEASE
25150098,hypertensive,DISEASE
25150098,smoking,CHEMICAL
25150098,alcohol,CHEMICAL
25150098,glucose,CHEMICAL
25150098,cholesterol,CHEMICAL
25150098,hypertension,DISEASE
20337874,arm,CHEMICAL
20337874,prematurity,DISEASE
20337874,malformation,DISEASE
20337874,anomalies,DISEASE
20337874,obstructive symptoms,DISEASE
20337874,meconium,CHEMICAL
19198736,retinopathy,DISEASE
19198736,prematurity,DISEASE
19198736,rop,DISEASE
19198736,weight gain,DISEASE
22411435,infliximab,CHEMICAL
22411435,anti-tnfα,DISEASE
22411435,infections,DISEASE
22411435,opportunistic infections,DISEASE
16266387,allergic disease,DISEASE
16266387,asthma,DISEASE
16266387,allergy,DISEASE
16266387,allergies,DISEASE
16266387,bronchial hyperresponsiveness,DISEASE
16266387,bhr,DISEASE
16266387,overweight,DISEASE
16266387,wheeze,DISEASE
16266387,atopy,DISEASE
23792130,prostate,DISEASE
23792130,prostate cancer,DISEASE
17462393,adenosine triphosphate,CHEMICAL
17462393,phosphocreatine,CHEMICAL
17462393,phosphate,CHEMICAL
21457946,schizophrenia,DISEASE
21457946,brain abnormalities,DISEASE
19481382,chronic disease,DISEASE
19481382,padam,DISEASE
19481382,testosterone,CHEMICAL
19481382,globulin,CHEMICAL
19481382,shbg,CHEMICAL
19481382,decreased sexual desire,DISEASE
19481382,hypogonadism,DISEASE
25699562,sud,DISEASE
25699562,lar,CHEMICAL
17682349,acute myocardial infarction,DISEASE
17682349,ami,CHEMICAL
18251357,chorioamnionitis,DISEASE
18251357,infection,DISEASE
18251357,mean white blood cell count (p = 0.018,DISEASE
20971618,cutaneous infections,DISEASE
20971618,impetigo contagiosum,DISEASE
20971618,molluscum contagiosum,DISEASE
20971618,herpes virus infection,DISEASE
20971618,atopic dermatitis,DISEASE
20971618,infections,DISEASE
20971618,allergic diseases,DISEASE
20971618,asthma,DISEASE
20971618,allergic rhinitis,DISEASE
20971618,allergy,DISEASE
20971618,skin infections,DISEASE
20971618,non-ad,DISEASE
19648304,painful joints,DISEASE
19648304,triamcinolone acetonide,CHEMICAL
19648304,effusion,DISEASE
19648304,lidocaine,CHEMICAL
19648304,pain,DISEASE
23222920,diabetic,DISEASE
23222920,end-stage renal disease,DISEASE
23222920,pancreas retransplantation,DISEASE
23222920,pancreas loss,DISEASE
21864397,nasopharyngeal carcinoma,DISEASE
21864397,npc,DISEASE
21864397,pms,CHEMICAL
26601554,viral infection,DISEASE
26601554,vertigo,DISEASE
26601554,bppv,DISEASE
26601554,hsv2,DISEASE
26601554,herpes zoster,DISEASE
26601554,parainfluenza,DISEASE
19322056,necrotizing enterocolitis,DISEASE
19322056,vlbw,DISEASE
19322056,sepsis,DISEASE
22522271,obese,DISEASE
22522271,t2dm,DISEASE
22522271,cushing's syndrome,DISEASE
22522271,cortisol,CHEMICAL
22522271,hypercortisolism,DISEASE
9363529,disability,DISEASE
9363529,chronic disorders,DISEASE
9363529,smoking,CHEMICAL
9363529,myocardial infarction,DISEASE
9363529,depression,DISEASE
9363529,neck-shoulder disorders,DISEASE
9363529,unspecified low-back disorders,DISEASE
9363529,knee osteoarthritis,DISEASE
9363529,osteoarthritis,DISEASE
7547656,epinephrine,CHEMICAL
7547656,bupivacaine,CHEMICAL
7547656,"1:200,000 epinephrine",CHEMICAL
7547656,decreased uterine blood flow,DISEASE
24235894,sleep bruxism,DISEASE
24235894,bruxism,DISEASE
17429333,anxiety,DISEASE
17429333,depression,DISEASE
19156007,depressive symptoms,DISEASE
19156007,visual impairment,DISEASE
19156007,low vision,DISEASE
19156007,vision impairment,DISEASE
19156007,presenting visual,DISEASE
19156007,visual disability,DISEASE
19156007,depressed,DISEASE
9603166,human immunodeficiency virus,DISEASE
9603166,end-stage renal disease,DISEASE
9603166,hiv infection,DISEASE
24298614,gastric cancer,DISEASE
24298614,mucosal cancer,DISEASE
24298614,submucosal cancer,DISEASE
21849531,gh deficiency,DISEASE
21849531,ghd,DISEASE
21849531,malignancy,DISEASE
21849531,cardiovascular disease,DISEASE
21849531,cvd,DISEASE
21849531,death,DISEASE
21849531,malignancies,DISEASE
19854401,breast cancer,DISEASE
19854401,ductal carcinoma,DISEASE
19854401,carcinoma,DISEASE
22237146,non-small cell lung cancer,DISEASE
22237146,nsclc,DISEASE
22237146,tumor,DISEASE
22237146,nucleic acid,CHEMICAL
22237146,egfr-tyrosine,CHEMICAL
25793749,human immunodeficiency virus (hiv)-related risk behaviors,DISEASE
25793749,long-term chronic hiv infection,DISEASE
15095519,diabetes,DISEASE
15095519,carbohydrate,CHEMICAL
15095519,hypoglycemia,DISEASE
25981682,osteoporosis,DISEASE
18284441,hbv infection,DISEASE
18284441,hepatitis,DISEASE
18284441,cirrhosis,DISEASE
18284441,hcc,DISEASE
18284441,inflammation,DISEASE
18284441,cirrhotic liver,DISEASE
18284441,hepatitis b infection,DISEASE
18284441,fibrosis,DISEASE
10173769,stroke,DISEASE
10173769,"impairment, disability",DISEASE
10173769,anxiety,DISEASE
10173769,depression,DISEASE
9616411,respiratory diseases,DISEASE
9616411,cardiac failure,DISEASE
9616411,cancer,DISEASE
9616411,stroke,DISEASE
9616411,fractures,DISEASE
22205377,gdp,CHEMICAL
16241924,gestational diabetes,DISEASE
16241924,gdm,DISEASE
16241924,glucose,CHEMICAL
16241924,pregestational body mass index,DISEASE
16241924,weight gain,DISEASE
16241924,pregestational,DISEASE
24599411,cancers,DISEASE
24599411,tumor,DISEASE
24599411,gastric cancer,DISEASE
24599411,gastroesophageal junction tumors,DISEASE
24599411,dss,DISEASE
24599411,utg,CHEMICAL
24599411,ltg,CHEMICAL
24599411,mtg,CHEMICAL
24599411,t stage,DISEASE
23860049,acute appendicitis,DISEASE
23860049,appendicitis,DISEASE
23860049,peritonitis,DISEASE
23860049,abscess,DISEASE
7664228,acute myocardial infarction,DISEASE
7664228,ami,CHEMICAL
7664228,bronchitis,DISEASE
7664228,asthma,DISEASE
7664228,nonmalignant disease,DISEASE
17971187,cholesterol,CHEMICAL
17971187,ldl-cholesterol,CHEMICAL
17971187,hyperlipidemia,DISEASE
27394685,chronic posttraumatic anterior shoulder instability,DISEASE
27394685,bone defects,DISEASE
27394685,± 10,CHEMICAL
27394685,± 4,CHEMICAL
25079920,overweight,DISEASE
17355582,chronic disease,DISEASE
17355582,p<.05,CHEMICAL
12419743,breast cancer,DISEASE
12419743,mitoxantrone,CHEMICAL
12419743,fluorouracil,CHEMICAL
12419743,epirubicin,CHEMICAL
12419743,cyclophosphamide,CHEMICAL
12419743,second-line,CHEMICAL
12419743,vindesine,CHEMICAL
12419743,mitomycin,CHEMICAL
12419743,prednisolone,CHEMICAL
12419743,alopecia,DISEASE
12419743,vomiting,DISEASE
10973547,werlhof's disease,DISEASE
10973547,bleeding,DISEASE
10973547,80/nl,CHEMICAL
10973547,215/nl,CHEMICAL
10973547,drainage loss,DISEASE
10973547,1140,CHEMICAL
25499207,neck pain,DISEASE
25499207,pain,DISEASE
25499207,disability,DISEASE
25499207,arthritis,DISEASE
25499207,low back pain,DISEASE
25499207,depressive,DISEASE
26133538,abdominal bloating,DISEASE
26133538,irritable bowel syndrome,DISEASE
26133538,ibs,DISEASE
26133538,gaseous symptoms,CHEMICAL
26133538,flatulence,DISEASE
26133538,abdominal pain,DISEASE
26133538,diarrhea,DISEASE
26163474,cardiovascular disease,DISEASE
26163474,hypertension,DISEASE
14968373,obstructive hydrocephalus,DISEASE
14968373,tuberculous meningitis,DISEASE
14968373,tbm,DISEASE
14968373,non-communicating hydrocephalus,DISEASE
14968373,cerebral herniation,DISEASE
14968373,hydrocephalus,DISEASE
24698298,pain,DISEASE
23088164,2:1,CHEMICAL
23088164,frequency-compressed,DISEASE
24481006,carious lesions,DISEASE
24481006,cavitated,DISEASE
17032327,cancer,DISEASE
17032327,primary adenocarcinoma,DISEASE
8916748,death,DISEASE
16361634,lynch syndrome,DISEASE
16361634,hereditary nonpolyposis colorectal cancer,DISEASE
16361634,hnpcc,DISEASE
16361634,autosomal-dominant cancer predisposition,DISEASE
16361634,cancers,DISEASE
16361634,ovarian cancer,DISEASE
16361634,endometrial and ovarian cancer,DISEASE
16361634,endometrial and ovarian cancers,DISEASE
16361634,tumor,DISEASE
16361634,first-degree,DISEASE
16361634,hnpcc-associated cancer,DISEASE
25756710,vertigo,DISEASE
25756710,neurological deficits,DISEASE
25756710,spontaneousnystagmus,CHEMICAL
25756710,nystagmus,DISEASE
23916653,orthostatic myoclonus,DISEASE
23916653,gait impairment,DISEASE
23916653,neurological disorders,DISEASE
23916653,unsteadiness/gait impairment,DISEASE
23916653,orthostatic tremor,DISEASE
23916653,tremors,DISEASE
23916653,unsteadiness,DISEASE
23916653,neurodegenerative disease,DISEASE
23916653,atrophy,DISEASE
23916653,parkinson's disease,DISEASE
23916653,alzheimer's disease,DISEASE
23916653,cognitive impairment,DISEASE
23916653,hydrocephalus,DISEASE
12790890,mesial temporal sclerosis,DISEASE
12790890,mts,DISEASE
12790890,neuronal loss,DISEASE
12790890,epilepsy,DISEASE
12790890,neuronal death,DISEASE
12790890,seizures,DISEASE
12790890,death,DISEASE
12790890,hoechst-33258,CHEMICAL
23449952,gadobenate dimeglumine,CHEMICAL
23449952,synovitis,DISEASE
23449952,tenosynovitis,DISEASE
23449952,rheumatoid arthritis,DISEASE
23449952,full-dose,CHEMICAL
23449952,half-dose,CHEMICAL
23449952,full-dose gadobenate,CHEMICAL
10430303,cholelithiasis,DISEASE
10430303,hyaluronic acid,CHEMICAL
10430303,bilirubin,CHEMICAL
20605051,illness,DISEASE
23048048,adhd,DISEASE
23048048,sexual behaviors,DISEASE
23048048,rsb,CHEMICAL
23048048,past-year,CHEMICAL
16991071,traumatic tears,DISEASE
16991071,traumatic,DISEASE
12090319,renal cell carcinoma,DISEASE
12090319,rcc,DISEASE
12090319,tumour,DISEASE
12090319,bladder cancer,DISEASE
24614851,spondylotic amyotrophy,DISEASE
24614851,diabetes mellitus,DISEASE
24614851,vitamin b12,CHEMICAL
24614851,impaired muscle,DISEASE
17578985,parasacral sciatic block,DISEASE
17578985,lidocaine,CHEMICAL
17578985,epinephrine,CHEMICAL
17578985,ropivacaine,CHEMICAL
26965932,bleeding,DISEASE
26965932,dapt,CHEMICAL
26965932,unstable coronary artery disease,DISEASE
26965932,des,CHEMICAL
26965932,death,DISEASE
26965932,myocardial infarction,DISEASE
26965932,lower myocardial infarction,DISEASE
26965932,thrombosis,DISEASE
15137012,ovarian torsion,DISEASE
15137012,necrotic,DISEASE
15137012,ovarian cystectomy,DISEASE
15137012,torsion,DISEASE
21194998,postoperative pain,DISEASE
21194998,pain,DISEASE
21194998,esophageal atresia,DISEASE
21194998,congenital diaphragmatic hernia,DISEASE
21194998,cdh,DISEASE
15787677,gestational diabetes,DISEASE
15787677,type 2 diabetes,DISEASE
15787677,diabetes,DISEASE
15787677,oxygen,CHEMICAL
15787677,acetylcholine,CHEMICAL
15787677,ach,CHEMICAL
15787677,sodium nitroprusside,CHEMICAL
15787677,hyperaemia,DISEASE
24625433,hearing loss,DISEASE
24625433,hfnc,CHEMICAL
24625433,eam,DISEASE
25304452,nutritional deficiencies,DISEASE
25304452,fatty acids,CHEMICAL
25304452,vitamins,CHEMICAL
25304452,minerals,CHEMICAL
25304452,celiac diseases,DISEASE
25304452,nutritional deficits,DISEASE
25304452,celiac disease,DISEASE
25304452,saturated fatty acids,CHEMICAL
25304452,monounsaturated fatty acids,CHEMICAL
25304452,phosphorus,CHEMICAL
25304452,vitamin d,CHEMICAL
28196511,hiv transmission reduction,DISEASE
28196511,mitochondrial toxicities,DISEASE
28196511,cardiovascular disease,DISEASE
28196511,lipodystrophy,DISEASE
28196511,prediabetes,DISEASE
28196511,diabetes,DISEASE
28196511,hyperlactatemia/lactic acidosis,DISEASE
24591144,oropharyngeal squamous cell carcinoma,DISEASE
24591144,opscc,DISEASE
24591144,dss,DISEASE
24591144,tumor,DISEASE
21431987,colorectal carcinoma,DISEASE
21431987,liver steatosis,DISEASE
21431987,allergy,DISEASE
21431987,hepatic and extrahepatic staging,DISEASE
18928979,preterm labor,DISEASE
18928979,eum,DISEASE
18928979,ptd,CHEMICAL
25752725,schizophrenia,DISEASE
25752725,illness,DISEASE
25752725,high-iq schizophrenia,DISEASE
25752725,manic,DISEASE
12855939,peripheral arterial disease,DISEASE
12855939,pad,DISEASE
12855939,aai,CHEMICAL
12855939,death,DISEASE
12855939,icd-9-cm,CHEMICAL
12855939,ischemic heart disease,DISEASE
12855939,ihd,CHEMICAL
12855939,cerebrovascular disease,DISEASE
24476003,leaks,CHEMICAL
24476003,blood loss,DISEASE
23386371,obstructive sleep apnea,DISEASE
23386371,osa,DISEASE
23386371,idiopathic pulmonary fibrosis,DISEASE
23386371,ipf,DISEASE
23386371,fatigue,DISEASE
23386371,depression,DISEASE
23386371,± 5.6 vs. 7.6,CHEMICAL
23386371,± 4.7 vs. 8.6,CHEMICAL
23386371,claustrophobia,DISEASE
23386371,insomnia,DISEASE
23386371,cough,DISEASE
10922093,gastrointestinal (gi) subspecialty clinic.,DISEASE
20602101,hypoalbuminemia,DISEASE
20602101,gastric cancer,DISEASE
20602101,gastric carcinoma,DISEASE
20602101,cancer,DISEASE
18065862,postoperative pain,DISEASE
18065862,pain,DISEASE
18065862,depression,DISEASE
18065862,chronic pain,DISEASE
9569972,breast cancers,DISEASE
9569972,breast cancer,DISEASE
9569972,death,DISEASE
9569972,tumors,DISEASE
9569972,estrogen,CHEMICAL
9569972,progesterone,CHEMICAL
25406780,dermatitis,DISEASE
25406780,iad,DISEASE
25406780,skin injury,DISEASE
25406780,critically ill,DISEASE
20629769,infarct,DISEASE
23149821,chronic infection,DISEASE
23149821,myocardial ischaemia,DISEASE
23149821,smi,DISEASE
23149821,coronary artery disease,DISEASE
23149821,hiv infection,DISEASE
23149821,ischaemia,DISEASE
23149821,myocardial infarction,DISEASE
11483547,antivenin,CHEMICAL
11483547,hypersensitivity,DISEASE
11483547,permanent disability,DISEASE
11483547,envenomation,DISEASE
11483547,snakebite,DISEASE
11483547,deaths,DISEASE
11483547,amputations,DISEASE
11483547,administration-were,CHEMICAL
11483547,urticaria,DISEASE
11483547,epinephrine,CHEMICAL
27884344,small bowel injury,DISEASE
27884344,small bowel repair,DISEASE
18800356,rheumatoid arthritis,DISEASE
18800356,physical disability,DISEASE
18800356,pain,DISEASE
22301406,breast cancer,DISEASE
22301406,breast carcinoma,DISEASE
26079501,hypoxia,DISEASE
26079501,polytrauma,DISEASE
26079501,traumatic brain injury,DISEASE
26079501,tbi,DISEASE
26079501,coma,DISEASE
26079501,trauma,DISEASE
15774570,nhs,CHEMICAL
18319270,cpm,CHEMICAL
26209118,sickle cell disease,DISEASE
26209118,infarcts and acute osteomyelitis,DISEASE
26209118,infarct,DISEASE
26209118,osteomyelitis,DISEASE
26209118,infarcts from osteomyelitis,DISEASE
26209118,pain,DISEASE
11713724,cancer,DISEASE
11713724,aggressive neoplasm of the oral cavity,DISEASE
11713724,cancer of the oral cavity,DISEASE
11713724,primary buccal cancers,DISEASE
11713724,tumors,DISEASE
11713724,tumor,DISEASE
11713724,buccal carcinoma,DISEASE
11713724,primary lesion,DISEASE
11713724,t1-t2 disease,DISEASE
25070942,schistosomiasis,DISEASE
25070942,mda,CHEMICAL
25070942,praziquantel,CHEMICAL
25070942,schistosoma infection,DISEASE
25070942,infection,DISEASE
25070942,schistosomiasis-induced,DISEASE
25070942,left lobe liver enlargement,DISEASE
25070942,fibrosis,DISEASE
25070942,splenomegaly,DISEASE
19683101,appendicitis,DISEASE
19683101,pain,DISEASE
10783841,rheumatoid arthritis,DISEASE
10783841,cardiovascular disease,DISEASE
10783841,diabetes mellitus,DISEASE
11862129,albuterol,CHEMICAL
11862129,bronchospasm,DISEASE
11862129,wheezing,DISEASE
11862129,aerosols,CHEMICAL
11862129,oxygen,CHEMICAL
23455575,cystic lesions,DISEASE
23455575,radicular cysts,DISEASE
23455575,keratocystic odontogenic tumours,DISEASE
23455575,adenomatoid odontogenic tumour,DISEASE
23455575,granuloma,DISEASE
21848798,adenoma,DISEASE
21848798,adr,CHEMICAL
21848798,miralax/gatorade,CHEMICAL
25103647,general/routine,CHEMICAL
25103647,glaucoma,DISEASE
25103647,cataracts,DISEASE
25103647,diabetes,DISEASE
19406119,telmisartan,CHEMICAL
19406119,diabetes-related hepatic degeneration,DISEASE
19406119,alloxan-induced diabetic,DISEASE
19406119,alloxan-induced diabetic telmisartan,DISEASE
19406119,diabetic,DISEASE
24359102,dermatitis,DISEASE
24359102,eczema,DISEASE
24359102,allergic,DISEASE
24359102,allergic contact,DISEASE
24359102,allergy,DISEASE
24359102,urticaria,DISEASE
18802997,inflammatory bowel disease,DISEASE
18802997,ibd,DISEASE
18802997,calprotectin,CHEMICAL
18802997,ulcerative colitis,DISEASE
18802997,crohn's disease,DISEASE
26304701,anxiety,DISEASE
26304701,chest infection,DISEASE
19058191,lower urinary tract dysfunction,DISEASE
19058191,lower urinary tract symptoms,DISEASE
19058191,luts on social limitations and emotions (p<0.05),DISEASE
27549226,mph,CHEMICAL
27549226,aids,DISEASE
24799031,vascularization in hypovascular hepatocellular lesions,DISEASE
25043083,primary anterior cruciate ligament,DISEASE
25043083,acl,CHEMICAL
25043083,pts,DISEASE
25043083,kt-1000 arthrometer,DISEASE
25043083,knee flexion,DISEASE
25043083,ptss,DISEASE
26516021,death,DISEASE
23736032,breast cancer,DISEASE
17312514,seroma,DISEASE
17312514,abdominal deformity,DISEASE
17312514,weight loss,DISEASE
23002947,cognitive impairment,DISEASE
23002947,dementia,DISEASE
23002947,eating problems,DISEASE
23002947,tube-fed,DISEASE
23002947,peg,CHEMICAL
23453079,prostate,DISEASE
23453079,holmium,CHEMICAL
23453079,304,CHEMICAL
23453079,trilobar,DISEASE
15053041,aortic stiffness,DISEASE
15053041,cardiovascular disease,DISEASE
15053041,hypertension,DISEASE
15053041,sympathomimetics,CHEMICAL
15053041,isoproterenol,CHEMICAL
15053041,hypertensive,DISEASE
9465206,trauma,DISEASE
9465206,pain,DISEASE
9465206,occult post-traumatic osteochondral injuries,DISEASE
9465206,acute musculoskeletal trauma,DISEASE
9465206,fir,CHEMICAL
9465206,occult post-traumatic injuries,DISEASE
9465206,chondral injuries,DISEASE
9465206,a bone bruise,DISEASE
9465206,osteochondral injuries,DISEASE
9465206,bruise,DISEASE
9465206,sprains,DISEASE
9465206,meniscal damage,DISEASE
9465206,ligament injury,DISEASE
9465206,stress injuries,DISEASE
19593710,crash,DISEASE
8521557,coronary heart disease,DISEASE
8521557,chd,DISEASE
8521557,insulin-resistance syndrome,DISEASE
8521557,non-insulin-dependent diabetic,DISEASE
8521557,niddm,DISEASE
8521557,non-insulin-treated,DISEASE
24340838,sudden death,DISEASE
24340838,ventricular arrhythmias,DISEASE
24340838,ventricular premature beats,DISEASE
24340838,vpb,DISEASE
24340838,ventricular couplets,DISEASE
24340838,non-sustained ventricular tachycardia,DISEASE
24340838,nsvt,DISEASE
24751724,death,DISEASE
24751724,bame,CHEMICAL
24751724,cancer,DISEASE
24751724,"93,375 cancer deaths",DISEASE
24751724,ons,CHEMICAL
24751724,caribbean(4.3,DISEASE
24751724,deaths,DISEASE
24751724,africa(pr,CHEMICAL
21368683,mental illness,DISEASE
21368683,smi,DISEASE
21368683,psychiatric,DISEASE
21368683,schizophrenia or bipolar disorder,DISEASE
21368683,schizophrenia,DISEASE
21368683,"n=23,767",CHEMICAL
21368683,bipolar disorder,DISEASE
27832831,fractures,DISEASE
27832831,ota/ao 31a1-3 fractures,DISEASE
27832831,fracture,DISEASE
15208005,eicosapentaenoic,CHEMICAL
15208005,docosahexaenoic acids,CHEMICAL
15208005,epa,CHEMICAL
15208005,dha,CHEMICAL
15208005,death,DISEASE
15208005,coronary heart disease,DISEASE
15208005,chd,DISEASE
15208005,fatty acid,CHEMICAL
15208005,omega-3,CHEMICAL
15208005,chd death,DISEASE
15208005,sudden cardiac death,DISEASE
24958650,pelvic inflammatory disease,DISEASE
24958650,pid,DISEASE
24958650,chronic disease,DISEASE
24958650,oral contraceptives,CHEMICAL
24958650,chronic diseases,DISEASE
16713745,pancreatic disease,DISEASE
16713745,abdominal pain,DISEASE
16713745,nitrogen,CHEMICAL
16713745,interleukin-6,CHEMICAL
16713745,pancreatitis,DISEASE
16713745,pancreatic cancer,DISEASE
24669960,acute stroke,DISEASE
24669960,stroke,DISEASE
24669960,thrombolysis,DISEASE
24669960,brain ischemia,DISEASE
24669960,tibi,DISEASE
24669960,hypertension,DISEASE
9278754,head and neck cancer,DISEASE
9278754,head and neck pain,DISEASE
9278754,bodily pain,DISEASE
8738894,arsenic,CHEMICAL
8738894,diabetes mellitus,DISEASE
8738894,death,DISEASE
8738894,foundry,DISEASE
8738894,"cancer, cardiovascular disease",DISEASE
8738894,diabetes,DISEASE
8738894,cardiovascular disease,DISEASE
24671913,coronary artery disease,DISEASE
24671913,acute coronary syndrome,DISEASE
24671913,myocardial infarction,DISEASE
24671913,stemi,CHEMICAL
24671913,infarct,DISEASE
24671913,left ventricular systolic functions,DISEASE
22540518,toluidine blue,CHEMICAL
16538201,angioplasty,DISEASE
